19.728001	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.800000	119654	120282	119696	71604	0	0.000000	0.000000	0.0000000.000000
19.745001	1	-0.035325	0.315090	-0.951751	0.003344	0.006120	-0.005943	0.461279	-0.485149	0.669257	0.869202	0.493723	0.026929	-0.461556	0.829698	-0.313955	-0.177350	0.260461	0.949056	0.008000	0.030000	0.168627	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319476	-0.026933	0.516572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119656	120284	119696	71604	0	0.000000	0.000000	0.0000000.000000
19.757999	1	-0.035325	0.315090	-0.951751	0.003344	0.006120	-0.005943	0.461279	-0.485149	0.669257	0.869202	0.493723	0.026929	-0.461556	0.829698	-0.313955	-0.177350	0.260461	0.949056	0.008000	0.030000	0.168627	0.100000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319476	-0.026933	0.516572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119656	120284	119696	71604	0	0.000000	0.000000	0.0000000.000000
19.771999	1	-0.035904	0.316329	-0.952188	-0.002420	0.003453	-0.007002	0.461431	-0.484715	0.669117	0.869224	0.493686	0.026900	-0.461527	0.829708	-0.313971	-0.177322	0.260496	0.949051	0.008000	0.030000	0.168627	0.100000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319493	-0.026903	0.516529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119656	120282	119694	71602	0	0.000000	0.000000	0.0000000.000000
19.785000	1	-0.035904	0.316329	-0.952188	-0.002420	0.003453	-0.007002	0.461431	-0.484715	0.669117	0.869224	0.493686	0.026900	-0.461527	0.829708	-0.313971	-0.177322	0.260496	0.949051	0.084000	0.024000	0.215686	0.100000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319493	-0.026903	0.516529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119656	120282	119694	71602	0	0.000000	0.000000	0.0000000.000000
19.799999	1	-0.033590	0.315212	-0.950588	-0.003604	-0.000810	-0.003814	0.461127	-0.484304	0.668856	0.869235	0.493665	0.026934	-0.461495	0.829721	-0.313982	-0.177350	0.260494	0.949047	0.084000	0.024000	0.215686	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319504	-0.026937	0.516505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119654	120284	119696	71602	0	0.000000	0.000000	0.0000000.000000
19.812000	1	-0.033590	0.315212	-0.950588	-0.003604	-0.000810	-0.003814	0.461127	-0.484304	0.668856	0.869235	0.493665	0.026934	-0.461495	0.829721	-0.313982	-0.177350	0.260494	0.949047	0.084000	0.024000	0.215686	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319504	-0.026937	0.516505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119654	120284	119696	71602	0	0.000000	0.000000	0.0000000.000000
19.827000	1	-0.035852	0.313744	-0.947315	-0.001282	-0.000348	0.000814	0.460704	-0.484762	0.668678	0.869201	0.493720	0.027001	-0.461512	0.829676	-0.314078	-0.177469	0.260535	0.949013	-0.074000	0.058000	0.215686	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319606	-0.027005	0.516570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119654	120284	119696	71602	0	0.000000	0.000000	0.0000000.000000
19.840000	1	-0.035852	0.313744	-0.947315	-0.001282	-0.000348	0.000814	0.460704	-0.484762	0.668678	0.869201	0.493720	0.027001	-0.461512	0.829676	-0.314078	-0.177469	0.260535	0.949013	-0.074000	0.058000	0.215686	0.060000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319606	-0.027005	0.516570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119654	120282	119696	71602	0	0.000000	0.000000	0.0000000.000000
19.851999	1	-0.036831	0.313072	-0.944928	0.003043	0.006935	0.000219	0.461049	-0.484263	0.669088	0.869235	0.493660	0.027012	-0.461465	0.829728	-0.314007	-0.177425	0.260481	0.949036	-0.074000	0.058000	0.215686	0.060000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.319531	-0.027015	0.516501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4	4	4	5	5	5	5	14.220454	119656	120282	119698	71602	0	0.000000	0.000000	0.0000000.000000
