120362	119590	71604	119694	10003
120362	119590	71604	119694	10007
120362	119590	71604	119694	10007
120362	119590	71604	119694	10008
120362	119590	71604	119694	10008
120362	119590	71604	119694	10008
120362	119590	71604	119694	10008
120362	119590	71604	119694	10008
120362	119590	71604	119694	10008
120362	119590	71604	119694	10008
120362	119590	71604	119694	10009
120362	119590	71604	119694	10009
120362	119590	71604	119694	10009
120362	119590	71604	119694	10009
120362	119590	71604	119694	10009
120362	119590	71604	119694	10009
120362	119590	71604	119694	10010
120362	119590	71604	119694	10010
120362	119590	71604	119694	10011
120362	119590	71604	119694	10011
120362	119590	71604	119694	10011
120362	119590	71604	119694	10011
120362	119590	71604	119694	10011
120362	119590	71604	119694	10011
120362	119590	71604	119694	10011
120362	119590	71604	119694	10012
120362	119590	71604	119694	10012
120362	119590	71604	119694	10012
120362	119590	71604	119694	10012
120362	119590	71604	119694	10012
120362	119590	71604	119694	10012
120362	119590	71604	119694	10012
120362	119590	71604	119694	10016
120362	119590	71604	119694	10016
120362	119590	71604	119694	10016
120362	119590	71604	119694	10016
120362	119590	71604	119694	10016
120362	119590	71604	119694	10016
120362	119590	71604	119694	10017
120362	119590	71604	119694	10017
120362	119590	71604	119694	10017
120362	119590	71604	119694	10017
120362	119590	71604	119694	10017
120362	119590	71604	119694	10017
120362	119590	71602	119694	10017
120362	119590	71602	119694	10018
120362	119590	71602	119694	10018
120364	119592	71602	119784	10019
120364	119592	71602	119784	10019
120364	119592	71602	119784	10019
120364	119592	71602	119784	10019
120364	119592	71602	119784	10019
120364	119592	71602	119784	10019
120364	119592	71602	119784	10020
120364	119592	71602	119784	10020
120364	119592	71602	119784	10020
120364	119592	71602	119784	10020
120364	119592	71602	119784	10020
120364	119592	71602	119784	10020
120364	119592	71602	119784	10021
120364	119592	71602	119784	10021
120364	119592	71602	119784	10021
120364	119592	71602	119784	10021
120364	119592	71602	119784	10022
120364	119592	71602	119784	10022
120364	119592	71602	119784	10022
120364	119592	71602	119784	10022
120364	119592	71602	119784	10023
120364	119592	71602	119784	10023
120364	119592	71602	119784	10023
120364	119592	71602	119784	10023
120364	119592	71602	119784	10023
120364	119592	71602	119784	10023
120364	119592	71602	119784	10023
120364	119592	71602	119784	10024
120364	119592	71602	119784	10024
120364	119592	71602	119784	10024
120364	119592	71602	119784	10024
120364	119592	71602	119784	10025
120364	119592	71602	119784	10025
120364	119592	71602	119784	10025
120364	119592	71602	119784	10025
120364	119592	71602	119784	10025
120364	119592	71602	119784	10026
120364	119592	71602	119784	10026
120364	119592	71602	119784	10026
120364	119592	71602	119784	10026
120364	119592	71602	119784	10026
120364	119592	71602	119784	10026
120364	119592	71602	119784	10027
120364	119592	71602	119784	10027
120364	119592	71602	119784	10027
120364	119592	71602	119784	10027
120364	119592	71602	119784	10027
