283.453003	1	0.013915	0.009386	-0.992128	0.001974	0.002528	-0.030436	0.252125	-0.017613	0.422695	0.999900	0.008657	-0.011195	-0.008577	0.999937	0.007239	0.011257	-0.007142	0.999911	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007239	0.011195	-0.092020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014200	-0.017100	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.233504	119654	120284	119786	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283453
283.471985	1	0.013052	0.010879	-0.991440	0.002986	-0.011579	0.001407	0.256831	-0.021409	0.421690	0.998124	0.060954	0.005814	-0.060953	0.998141	-0.000405	-0.005828	0.000049	0.999983	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000405	-0.005814	-0.039685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014200	-0.017300	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.233504	119654	120284	119786	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283472
283.489014	1	0.013052	0.010879	-0.991440	0.002986	-0.011579	0.001407	0.256831	-0.021409	0.421690	0.998124	0.060954	0.005814	-0.060953	0.998141	-0.000405	-0.005828	0.000049	0.999983	0.000000	0.000000	0.000000	0.190000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000405	-0.005814	-0.039685	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014100	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120282	119784	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283489
283.503998	1	0.012327	0.011004	-0.990704	0.000711	-0.001467	-0.007538	0.256473	-0.021472	0.422180	0.998118	0.061062	0.005742	-0.061060	0.998134	-0.000377	-0.005755	0.000026	0.999983	0.000000	0.000000	0.000000	0.190000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000377	-0.005742	-0.039578	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.018200	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120364	119786	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283504
283.520996	1	0.012327	0.011004	-0.990704	0.000711	-0.001467	-0.007538	0.256473	-0.021472	0.422180	0.998118	0.061062	0.005742	-0.061060	0.998134	-0.000377	-0.005755	0.000026	0.999983	0.000000	0.000000	0.000000	0.190000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000377	-0.005742	-0.039578	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.018200	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120284	119786	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283521
283.536011	1	0.012951	0.010386	-0.992277	0.006277	-0.008724	0.001265	0.256647	-0.021788	0.422091	0.998119	0.061029	0.005920	-0.061028	0.998136	-0.000333	-0.005930	-0.000029	0.999982	0.000000	0.000000	0.000000	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000333	-0.005920	-0.039610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014200	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120284	119786	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283536
283.553009	1	0.012951	0.010386	-0.992277	0.006277	-0.008724	0.001265	0.256647	-0.021788	0.422091	0.998119	0.061029	0.005920	-0.061028	0.998136	-0.000333	-0.005930	-0.000029	0.999982	0.000000	0.000000	0.000000	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000333	-0.005920	-0.039610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014200	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120284	119784	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283553
283.567993	1	0.012464	0.010628	-0.992268	0.004024	-0.006643	-0.007266	0.256768	-0.021610	0.422241	0.998120	0.061004	0.005948	-0.061003	0.998138	-0.000258	-0.005953	-0.000105	0.999982	0.000000	0.000000	0.000000	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000258	-0.005948	-0.039636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014300	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120286	119784	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283568
283.584991	1	0.012464	0.010628	-0.992268	0.004024	-0.006643	-0.007266	0.256768	-0.021610	0.422241	0.998120	0.061004	0.005948	-0.061003	0.998138	-0.000258	-0.005953	-0.000105	0.999982	0.000000	0.000000	0.000000	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000258	-0.005948	-0.039636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014300	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120282	119784	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283585
283.600006	1	0.013305	0.010395	-0.991081	-0.010543	-0.001519	-0.000233	0.256682	-0.021579	0.422116	0.998121	0.061002	0.005870	-0.061000	0.998138	-0.000514	-0.005890	0.000155	0.999983	0.000000	0.000000	0.000000	0.110000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000514	-0.005870	-0.039637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.500000	3.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.314850	0.000000	0.014100	-0.017200	-5.837418	-256.000000	-256.000000	-13.893055	0.014358	4	4	4	5	5	5	5	15.409687	119656	120282	119784	71604	0	0.000000	0.000000	9.454746	0.014358	0	0	116024	116753	283600
