35.071999	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.800000	0.000000	0.000000	15187002368.031800	0.000000
35.083000	0	-0.022376	0.311113	-0.950217	0.000351	-0.000149	-0.001838	0.378715	-0.328450	0.735096	0.975327	0.220298	0.014343	-0.205255	0.928813	-0.308508	-0.081285	0.297952	0.951114	0.000000	0.000000	0.000000	0.490000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15210628096.031799	0.000000
35.094002	0	-0.023994	0.309635	-0.949333	-0.002145	0.002121	-0.000368	0.378371	-0.328573	0.735472	0.975330	0.220284	0.014332	-0.205243	0.928808	-0.308531	-0.081276	0.297979	0.951106	0.000000	0.000000	0.000000	0.490000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15234253824.031799	0.000000
35.105000	0	-0.021849	0.311875	-0.952089	0.002931	0.007478	0.000854	0.378590	-0.328905	0.734672	0.975328	0.220299	0.014257	-0.205279	0.928795	-0.308546	-0.081214	0.298007	0.951103	0.000000	0.000000	0.000000	0.530000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15257871360.031800	0.000000
35.116001	0	-0.021544	0.311800	-0.949047	-0.000536	0.003694	-0.001124	0.378166	-0.328714	0.734866	0.975333	0.220277	0.014252	-0.205257	0.928793	-0.308567	-0.081208	0.298030	0.951096	0.000000	0.000000	0.000000	0.530000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15281497088.031800	0.000000
35.126999	0	-0.021747	0.310796	-0.947500	0.003311	0.001053	-0.003851	0.378499	-0.328439	0.734513	0.975340	0.220246	0.014286	-0.205218	0.928807	-0.308549	-0.081226	0.298008	0.951101	0.000000	0.000000	0.000000	0.500000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15305114624.031799	0.000000
35.138000	0	-0.022323	0.311709	-0.950610	0.003656	-0.000406	0.000372	0.378372	-0.328798	0.734664	0.975327	0.220301	0.014303	-0.205267	0.928799	-0.308540	-0.081256	0.297991	0.951104	0.000000	0.000000	0.000000	0.500000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15328740352.031798	0.000000
35.148998	0	-0.023143	0.312315	-0.951404	0.003519	0.001222	0.001518	0.378110	-0.328657	0.735210	0.975324	0.220313	0.014303	-0.205278	0.928798	-0.308538	-0.081259	0.297989	0.951104	0.000000	0.000000	0.000000	0.530000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15352357888.031800	0.000000
35.160000	0	-0.023664	0.311004	-0.949214	-0.000879	0.001903	0.004022	0.378105	-0.328707	0.735098	0.975313	0.220366	0.014284	-0.205332	0.928776	-0.308566	-0.081264	0.298016	0.951096	0.000000	0.000000	0.000000	0.530000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15375983616.031799	0.000000
35.171001	0	-0.022745	0.311035	-0.948348	-0.001028	0.001641	0.000218	0.378177	-0.328906	0.734537	0.975309	0.220380	0.014299	-0.205341	0.928775	-0.308565	-0.081282	0.298010	0.951096	0.000000	0.000000	0.000000	0.530000	1.000000	2.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0	0	0	14.616865	0.000000	0.000000	15399609344.031799	0.000000
